A8O17_RS05005,locus_tag.d6,start,end,strand,locus_tag.168
NZ_CP015975.1,A8O17_RS12350,2340908,2342014,-,BSU_25540
NZ_CP015975.1,A8O17_RS12355,2342218,2342484,+,BSU_25550
NZ_CP015975.1,A8O17_RS12360,2342499,2343542,-,BSU_25560
NZ_CP015975.1,A8O17_RS20900,2343582,2343731,-,BSU_25565
NZ_CP015975.1,A8O17_RS12365,2343772,2343906,+,BSU_25569
NZ_CP015975.1,A8O17_RS12370,2343946,2346276,-,BSU_25570
NZ_CP015975.1,A8O17_RS12375,2346280,2346849,-,BSU_25580
NZ_CP015975.1,A8O17_RS12380,2346916,2347533,-,BSU_25590
NZ_CP015975.1,A8O17_RS12385,2347617,2348438,+,BSU_25600
NZ_CP015975.1,A8O17_RS12390,2348504,2349247,-,BSU_25610
NZ_CP015975.1,A8O17_RS12395,2349244,2349600,-,BSU_25620
NZ_CP015975.1,A8O17_RS12400,2349618,2350178,-,BSU_25630
NZ_CP015975.1,A8O17_RS12405,2350168,2350737,-,BSU_25640
NZ_CP015975.1,A8O17_RS12410,2350749,2351039,-,BSU_25650
NZ_CP015975.1,A8O17_RS12415,2351033,2351875,-,BSU_25660
NZ_CP015975.1,A8O17_RS12420,2351893,2352993,-,BSU_25670
NZ_CP015975.1,A8O17_RS12425,2352997,2353515,-,BSU_25680
NZ_CP015975.1,A8O17_RS12430,2353877,2354017,+,BSU_25690
NZ_CP015975.1,A8O17_RS12440,2354323,2355054,-,BSU_25700
NZ_CP015975.1,A8O17_RS12445,2355306,2356058,-,BSU_25710
NZ_CP015975.1,A8O17_RS12450,2356245,2356871,+,BSU_25720
NZ_CP015975.1,A8O17_RS12455,2356890,2357783,-,BSU_25730
NZ_CP015975.1,A8O17_RS12460,2358035,2358757,+,BSU_25740
NZ_CP015975.1,A8O17_RS12465,2358790,2359200,-,BSU_25750
NZ_CP015975.1,A8O17_RS12470,2359399,2359743,+,BSU_25760
NZ_CP015975.1,A8O17_RS12475,2359774,2361276,-,BSU_25770
NZ_CP015975.1,A8O17_RS12480,2361725,2362144,-,BSU_25780
NZ_CP015975.1,A8O17_RS20905,2362156,2362284,-,BSU_25790
NZ_CP015975.1,A8O17_RS12485,2362282,2362668,+,BSU_26380
NZ_CP015975.1,A8O17_RS12490,2362674,2363066,+,BSU_26390
NZ_CP015975.1,A8O17_RS20910,2363066,2363182,+,BSU_26399
NZ_CP015975.1,A8O17_RS20535,2363148,2363348,-,no_equivalent
NZ_CP015975.1,A8O17_RS20540,2363291,2363455,-,BSU_26400
NZ_CP015975.1,A8O17_RS12500,2364000,2364416,-,BSU_26410
NZ_CP015975.1,A8O17_RS12505,2364462,2365760,-,BSU_26420
NZ_CP015975.1,A8O17_RS12510,2365747,2366442,-,BSU_26430
NZ_CP015975.1,A8O17_RS12515,2366710,2367927,+,BSU_26440
NZ_CP015975.1,A8O17_RS20915,2367846,2368094,+,BSU_26449
NZ_CP015975.1,A8O17_RS12525,2368439,2368996,+,BSU_26450
NZ_CP015975.1,A8O17_RS12530,2369487,2370011,-,BSU_26470
NZ_CP015975.1,A8O17_RS12535,2370255,2370731,-,BSU_26480
NZ_CP015975.1,A8O17_RS12540,2371314,2372099,-,BSU_26490
NZ_CP015975.1,A8O17_RS12545,2372160,2372387,-,BSU_26500
NZ_CP015975.1,A8O17_RS12550,2372421,2373554,-,BSU_26510
NZ_CP015975.1,A8O17_RS20920,2373584,2373868,-,new_2712243_2712576_c
NZ_CP015975.1,A8O17_RS12560,2373889,2374446,-,BSU_26530
NZ_CP015975.1,A8O17_RS20545,2374512,2374608,-,new_2713135_2713319_c
NZ_CP015975.1,A8O17_RS12565,2374632,2375114,-,BSU_26540
NZ_CP015975.1,A8O17_RS12570,2375261,2375521,-,BSU_26550
NZ_CP015975.1,A8O17_RS12575,2376245,2376805,-,BSU_26560
NZ_CP015975.1,A8O17_RS12585,2377031,2377177,-,BSU_26570
NZ_CP015975.1,A8O17_RS12590,2377347,2378168,-,BSU_26580
NZ_CP015975.1,A8O17_RS12595,2378285,2379487,+,BSU_26590
NZ_CP015975.1,A8O17_RS12600,2379656,2380114,+,BSU_26600
NZ_CP015975.1,A8O17_RS12605,2380271,2381575,-,BSU_26610
NZ_CP015975.1,A8O17_RS12610,2381838,2381981,-,BSU_26619
NZ_CP015975.1,A8O17_RS12615,2381999,2382964,-,BSU_26620
NZ_CP015975.1,A8O17_RS12620,2383090,2383956,+,BSU_26630
NZ_CP015975.1,A8O17_RS12625,2384079,2385116,-,BSU_26640
NZ_CP015975.1,A8O17_RS12630,2385204,2386139,-,BSU_26650
NZ_CP015975.1,A8O17_RS12635,2386426,2386815,-,BSU_26660
NZ_CP015975.1,A8O17_RS12640,2387149,2388039,+,BSU_26670
NZ_CP015975.1,A8O17_RS12645,2388197,2388514,-,BSU_26680
NZ_CP015975.1,A8O17_RS12650,2388472,2389794,-,BSU_26690
NZ_CP015975.1,A8O17_RS12655,2389959,2390291,-,BSU_26700
NZ_CP015975.1,A8O17_RS12660,2390288,2391052,-,BSU_26710
NZ_CP015975.1,A8O17_RS12665,2391065,2391538,-,BSU_26720
NZ_CP015975.1,A8O17_RS12670,2391872,2392147,-,BSU_26730
NZ_CP015975.1,A8O17_RS12675,2392419,2393651,-,BSU_26740
NZ_CP015975.1,A8O17_RS12685,2394292,2394855,-,BSU_26760
NZ_CP015975.1,A8O17_RS12690,2395084,2395455,-,BSU_26770
NZ_CP015975.1,A8O17_RS12695,2396265,2396768,-,BSU_26780
NZ_CP015975.1,A8O17_RS12700,2396994,2397848,-,BSU_26790
NZ_CP015975.1,A8O17_RS12705,2398227,2399270,+,BSU_26800
NZ_CP015975.1,A8O17_RS12710,2399620,2400417,+,BSU_26810
NZ_CP015975.1,A8O17_RS12715,2400798,2401505,+,BSU_26820
NZ_CP015975.1,A8O17_RS20575,2402081,2402158,+,BSU_26826
NZ_CP015975.1,A8O17_RS20925,2402445,2402606,-,BSU_26827
NZ_CP015975.1,A8O17_RS12725,2402669,2403424,-,BSU_26830
NZ_CP015975.1,A8O17_RS12730,2403556,2404086,-,BSU_26840
NZ_CP015975.1,A8O17_RS12735,2404221,2405201,+,BSU_26850
NZ_CP015975.1,A8O17_RS12740,2405475,2406791,-,BSU_26860
NZ_CP015975.1,A8O17_RS12745,2406906,2407775,-,BSU_26870
NZ_CP015975.1,A8O17_RS12750,2407920,2409023,+,BSU_26880
NZ_CP015975.1,A8O17_RS12755,2409296,2410129,-,BSU_26890
NZ_CP015975.1,A8O17_RS12760,2410572,2410835,+,BSU_26900
NZ_CP015975.1,A8O17_RS12765,2410972,2411787,+,BSU_26910
NZ_CP015975.1,A8O17_RS12770,2412195,2412551,-,BSU_26920
NZ_CP015975.1,A8O17_RS12775,2412604,2412963,-,BSU_26930
NZ_CP015975.1,A8O17_RS20930,2413235,2413336,-,BSU_26935
NZ_CP015975.1,A8O17_RS12780,2413479,2413865,-,BSU_26940
NZ_CP015975.1,A8O17_RS12785,2414114,2414359,+,BSU_26950
NZ_CP015975.1,A8O17_RS12790,2414377,2414745,+,BSU_26960
NZ_CP015975.1,A8O17_RS12795,2414764,2415900,+,BSU_26970
NZ_CP015975.1,A8O17_RS12800,2415919,2416116,+,BSU_26980
NZ_CP015975.1,A8O17_RS12805,2416132,2416431,+,BSU_26990
NZ_CP015975.1,A8O17_RS12810,2416694,2417116,-,BSU_27000
NZ_CP015975.1,A8O17_RS12815,2417299,2417493,+,BSU_27009
NZ_CP015975.1,A8O17_RS12820,2417624,2418673,+,BSU_27010
NZ_CP015975.1,A8O17_RS12825,2418804,2419313,+,BSU_27020
NZ_CP015975.1,A8O17_RS12830,2419355,2421388,-,BSU_27030
NZ_CP015975.1,A8O17_RS12835,2421545,2422372,-,BSU_27040
NZ_CP015975.1,A8O17_RS12840,2422393,2423202,-,BSU_27050
NZ_CP015975.1,A8O17_RS12845,2423219,2423707,-,BSU_27060
NZ_CP015975.1,A8O17_RS12850,2423707,2424147,-,BSU_27070
NZ_CP015975.1,A8O17_RS12855,2424337,2427144,-,BSU_27080
NZ_CP015975.1,A8O17_RS20935,2427691,2427831,+,BSU_27085
NZ_CP015975.1,A8O17_RS12860,2427870,2429258,+,BSU_27090
NZ_CP015975.1,A8O17_RS12865,2429354,2429986,-,BSU_27100
NZ_CP015975.1,A8O17_RS12870,2430139,2430966,+,BSU_27110
NZ_CP015975.1,A8O17_RS12875,2431162,2431662,+,BSU_27120
NZ_CP015975.1,A8O17_RS12880,2431662,2432519,+,BSU_27130
NZ_CP015975.1,A8O17_RS12885,2432630,2434534,+,BSU_27140
NZ_CP015975.1,A8O17_RS12890,2434668,2434958,+,BSU_27150
NZ_CP015975.1,A8O17_RS12895,2435202,2438366,-,BSU_27160
NZ_CP015975.1,A8O17_RS12900,2438382,2438966,-,BSU_27170
NZ_CP015975.1,A8O17_RS12905,2439189,2439731,-,BSU_27180
NZ_CP015975.1,A8O17_RS20940,2439920,2440078,-,BSU_27185
NZ_CP015975.1,A8O17_RS12910,2440235,2440384,-,BSU_27190
NZ_CP015975.1,A8O17_RS12915,2440774,2441574,-,BSU_27200
NZ_CP015975.1,A8O17_RS12920,2441837,2442205,-,BSU_27210
NZ_CP015975.1,A8O17_RS12925,2442521,2445463,+,BSU_27220
NZ_CP015975.1,A8O17_RS12930,2445482,2445964,+,BSU_27230
NZ_CP015975.1,A8O17_RS12935,2446000,2446230,-,BSU_27240
NZ_CP015975.1,A8O17_RS12940,2446313,2447452,-,BSU_27250
NZ_CP015975.1,A8O17_RS12945,2447454,2448377,-,BSU_27260
NZ_CP015975.1,A8O17_RS12950,2448442,2449137,-,BSU_27270
NZ_CP015975.1,A8O17_RS12955,2449158,2449799,-,BSU_27280
NZ_CP015975.1,A8O17_RS12960,2449992,2450195,+,BSU_27290
NZ_CP015975.1,A8O17_RS12965,2450232,2450933,-,BSU_27300
NZ_CP015975.1,A8O17_RS12970,2450998,2452752,-,BSU_27310
NZ_CP015975.1,A8O17_RS12975,2452806,2453279,-,BSU_27320
NZ_CP015975.1,A8O17_RS12980,2453530,2454165,-,BSU_27330
NZ_CP015975.1,A8O17_RS12985,2454172,2455440,-,BSU_27340
NZ_CP015975.1,A8O17_RS12990,2455459,2456388,-,BSU_27350
NZ_CP015975.1,A8O17_RS12995,2456394,2457047,-,BSU_27360
NZ_CP015975.1,A8O17_RS13000,2457199,2458281,-,BSU_27370
NZ_CP015975.1,A8O17_RS13005,2458412,2458693,-,BSU_27380
NZ_CP015975.1,A8O17_RS13010,2458711,2459127,-,BSU_27390
NZ_CP015975.1,A8O17_RS13015,2459135,2459401,-,BSU_27400
NZ_CP015975.1,A8O17_RS13020,2459486,2462122,-,BSU_27410
NZ_CP015975.1,A8O17_RS13025,2462453,2463514,-,BSU_27420
NZ_CP015975.1,A8O17_RS13030,2463670,2464398,+,BSU_27430
NZ_CP015975.1,A8O17_RS13035,2464420,2465241,+,BSU_27440
NZ_CP015975.1,A8O17_RS13040,2465302,2465952,+,BSU_27450
NZ_CP015975.1,A8O17_RS13045,2465969,2466625,+,BSU_27460
NZ_CP015975.1,A8O17_RS13050,2466660,2466791,-,BSU_27468
NZ_CP015975.1,A8O17_RS13055,2466813,2467004,-,BSU_27469
NZ_CP015975.1,A8O17_RS13060,2467016,2467540,-,BSU_27470
NZ_CP015975.1,A8O17_RS13065,2467598,2469994,-,BSU_27480
NZ_CP015975.1,A8O17_RS13070,2470019,2470669,-,BSU_27490
NZ_CP015975.1,A8O17_RS13075,2470725,2471840,-,BSU_27500
NZ_CP015975.1,A8O17_RS13080,2471871,2473010,-,BSU_27510
NZ_CP015975.1,A8O17_RS13085,2473029,2473445,-,BSU_27520
NZ_CP015975.1,A8O17_RS13090,2473648,2474913,+,BSU_27530
NZ_CP015975.1,A8O17_RS13095,2474955,2475719,-,BSU_27540
NZ_CP015975.1,A8O17_RS13105,2476055,2477833,-,BSU_27550
NZ_CP015975.1,A8O17_RS13110,2477847,2479121,-,BSU_27560
NZ_CP015975.1,A8O17_RS13115,2479503,2479673,-,BSU_27570
NZ_CP015975.1,A8O17_RS13120,2479806,2481362,+,BSU_27580
NZ_CP015975.1,A8O17_RS13125,2481389,2481787,-,BSU_27590
NZ_CP015975.1,A8O17_RS13130,2481841,2484045,-,BSU_27600
NZ_CP015975.1,A8O17_RS13135,2484213,2484725,-,BSU_27610
NZ_CP015975.1,A8O17_RS13140,2484731,2487091,-,BSU_27620
NZ_CP015975.1,A8O17_RS13145,2487158,2487481,-,BSU_27630
NZ_CP015975.1,A8O17_RS13150,2487557,2488054,-,BSU_27640
NZ_CP015975.1,A8O17_RS13155,2488212,2490425,-,BSU_27650
NZ_CP015975.1,A8O17_RS13160,2490464,2490760,-,BSU_27660
NZ_CP015975.1,A8O17_RS13165,2490876,2492432,+,BSU_27670
NZ_CP015975.1,A8O17_RS13170,2492436,2493092,-,BSU_27680
NZ_CP015975.1,A8O17_RS13175,2493227,2493679,+,BSU_27690
NZ_CP015975.1,A8O17_RS13180,2493736,2494002,-,BSU_27700
NZ_CP015975.1,A8O17_RS13185,2494039,2495184,-,BSU_27710
NZ_CP015975.1,A8O17_RS13190,2495211,2496239,-,BSU_27720
NZ_CP015975.1,A8O17_RS13195,2496269,2496469,-,BSU_27729
NZ_CP015975.1,A8O17_RS13200,2496462,2497466,-,BSU_27730
NZ_CP015975.1,A8O17_RS13205,2497477,2498082,-,BSU_27740
NZ_CP015975.1,A8O17_RS13210,2498221,2498733,-,BSU_27750
NZ_CP015975.1,A8O17_RS13215,2498781,2500088,-,BSU_27760
NZ_CP015975.1,A8O17_RS13220,2500159,2501184,-,BSU_27770
NZ_CP015975.1,A8O17_RS13225,2501422,2502069,+,BSU_27785
NZ_CP015975.1,A8O17_RS20945,2502115,2502237,-,BSU_27786
NZ_CP015975.1,A8O17_RS20950,2502322,2502612,+,BSU_27800
NZ_CP015975.1,A8O17_RS13240,2502619,2502759,+,BSU_27809
NZ_CP015975.1,A8O17_RS13245,2502923,2504377,+,BSU_27810
NZ_CP015975.1,A8O17_RS13250,2504418,2505140,-,BSU_27820
NZ_CP015975.1,A8O17_RS13255,2505243,2505839,-,BSU_27830
NZ_CP015975.1,A8O17_RS13260,2505987,2507150,-,BSU_27840
NZ_CP015975.1,A8O17_RS13265,2507267,2508373,-,BSU_27850
NZ_CP015975.1,A8O17_RS13270,2508360,2509229,-,BSU_27860
NZ_CP015975.1,A8O17_RS13275,2509183,2510778,-,BSU_27870
NZ_CP015975.1,A8O17_RS13280,2510881,2512068,+,BSU_27880
NZ_CP015975.1,A8O17_RS13285,2512028,2512570,+,BSU_27890
NZ_CP015975.1,A8O17_RS13290,2512595,2513452,-,BSU_27900
NZ_CP015975.1,A8O17_RS13295,2513469,2513912,-,BSU_27910
NZ_CP015975.1,A8O17_RS13300,2513973,2515259,-,BSU_27920
NZ_CP015975.1,A8O17_RS13305,2515293,2515871,-,BSU_27930
NZ_CP015975.1,A8O17_RS20955,2515949,2516071,+,BSU_27935
NZ_CP015975.1,A8O17_RS13315,2516192,2516476,-,BSU_27940
NZ_CP015975.1,A8O17_RS13320,2516489,2516827,-,BSU_27950
NZ_CP015975.1,A8O17_RS13325,2516830,2517138,-,BSU_27960
NZ_CP015975.1,A8O17_RS13330,2517285,2518151,-,BSU_27970
NZ_CP015975.1,A8O17_RS13335,2518144,2518938,-,BSU_27980
NZ_CP015975.1,A8O17_RS13340,2519088,2519894,-,BSU_27990
NZ_CP015975.1,A8O17_RS13345,2519896,2520576,-,BSU_28000
NZ_CP015975.1,A8O17_RS13350,2520629,2521147,-,BSU_28010
NZ_CP015975.1,A8O17_RS13355,2521144,2522016,-,BSU_28020
NZ_CP015975.1,A8O17_RS13360,2522047,2523060,-,BSU_28030
NZ_CP015975.1,A8O17_RS13365,2523152,2523847,-,BSU_28040
NZ_CP015975.1,A8O17_RS13370,2523884,2524453,-,BSU_28050
NZ_CP015975.1,A8O17_RS13375,2524606,2525604,-,BSU_28060
NZ_CP015975.1,A8O17_RS13380,2525738,2526484,-,BSU_28070
NZ_CP015975.1,A8O17_RS13385,2526624,2527916,-,BSU_28080
NZ_CP015975.1,A8O17_RS13390,2527976,2530618,-,BSU_28090
NZ_CP015975.1,A8O17_RS13395,2531066,2531257,+,BSU_28099
NZ_CP015975.1,A8O17_RS13400,2531276,2532301,-,BSU_28100
NZ_CP015975.1,A8O17_RS13405,2532334,2534061,-,BSU_28110
NZ_CP015975.1,A8O17_RS13410,2534192,2535484,-,BSU_28120
NZ_CP015975.1,A8O17_RS13415,2535514,2536488,-,BSU_28130
NZ_CP015975.1,A8O17_RS13420,2536485,2537273,-,BSU_28140
NZ_CP015975.1,A8O17_RS13425,2537263,2538207,-,BSU_28150
NZ_CP015975.1,A8O17_RS13430,2538240,2539070,-,BSU_28160
NZ_CP015975.1,A8O17_RS13435,2539078,2540445,-,BSU_28170
NZ_CP015975.1,A8O17_RS13440,2540675,2541172,+,BSU_28180
NZ_CP015975.1,A8O17_RS13445,2541194,2541781,-,BSU_28190
NZ_CP015975.1,A8O17_RS13450,2541778,2544102,-,BSU_28200
NZ_CP015975.1,A8O17_RS13455,2544283,2545941,-,BSU_28210
NZ_CP015975.1,A8O17_RS13460,2546093,2547355,-,BSU_28220
NZ_CP015975.1,A8O17_RS13465,2547627,2548901,-,BSU_28230
NZ_CP015975.1,A8O17_RS13470,2549129,2550133,-,BSU_28240
NZ_CP015975.1,A8O17_RS13475,2550252,2550851,-,BSU_28250
NZ_CP015975.1,A8O17_RS13480,2550864,2552282,-,BSU_28260
NZ_CP015975.1,A8O17_RS13485,2552332,2553429,-,BSU_28270
NZ_CP015975.1,A8O17_RS13490,2553450,2555006,-,BSU_28280
NZ_CP015975.1,A8O17_RS13495,2554993,2556021,-,BSU_28290
NZ_CP015975.1,A8O17_RS13500,2556045,2556563,-,BSU_28300
NZ_CP015975.1,A8O17_RS13505,2556560,2558284,-,BSU_28310
NZ_CP015975.1,A8O17_RS13510,2559100,2559435,+,BSU_28320
NZ_CP015975.1,A8O17_RS13515,2559604,2560059,+,BSU_28330
NZ_CP015975.1,A8O17_RS13525,2560243,2561064,+,BSU_28340
NZ_CP015975.1,A8O17_RS13535,2561332,2561841,-,BSU_28350
NZ_CP015975.1,A8O17_RS13540,2561857,2562453,-,BSU_28360
NZ_CP015975.1,A8O17_RS13545,2562466,2563203,-,BSU_28370
NZ_CP015975.1,A8O17_RS13550,2563314,2564414,-,BSU_28380
NZ_CP015975.1,A8O17_RS13555,2564529,2565347,-,BSU_28390
NZ_CP015975.1,A8O17_RS13560,2565355,2565795,-,BSU_28400
NZ_CP015975.1,A8O17_RS13565,2566039,2566263,-,BSU_28410
NZ_CP015975.1,A8O17_RS13570,2566379,2566822,-,BSU_28420
NZ_CP015975.1,A8O17_RS13575,2566883,2567644,-,BSU_28430
NZ_CP015975.1,A8O17_RS13580,2567647,2569407,-,BSU_28440
NZ_CP015975.1,A8O17_RS13585,2569441,2570049,-,BSU_28450
NZ_CP015975.1,A8O17_RS13595,2570342,2570788,+,BSU_28460
NZ_CP015975.1,A8O17_RS13600,2570832,2572058,-,BSU_28470
NZ_CP015975.1,A8O17_RS13605,2572428,2574200,-,BSU_28490
NZ_CP015975.1,A8O17_RS13610,2574336,2574650,-,BSU_28500
NZ_CP015975.1,A8O17_RS13615,2574973,2576460,-,BSU_28510
NZ_CP015975.1,A8O17_RS13620,2576677,2577654,-,BSU_28520
NZ_CP015975.1,A8O17_RS13625,2577690,2578463,-,BSU_28530
NZ_CP015975.1,A8O17_RS13630,2578478,2579254,-,BSU_28540
NZ_CP015975.1,A8O17_RS13635,2579269,2579853,-,BSU_28550
NZ_CP015975.1,A8O17_RS13640,2579958,2581640,-,BSU_28560
NZ_CP015975.1,A8O17_RS13645,2581829,2582233,-,BSU_28570
NZ_CP015975.1,A8O17_RS13650,2582248,2584605,-,BSU_28580
NZ_CP015975.1,A8O17_RS13655,2584626,2586338,-,BSU_28590
NZ_CP015975.1,A8O17_RS13660,2586412,2586945,-,BSU_28600
NZ_CP015975.1,A8O17_RS13665,2586952,2587209,-,BSU_28610
NZ_CP015975.1,A8O17_RS13670,2587343,2588284,+,BSU_28620
NZ_CP015975.1,A8O17_RS13675,2588320,2590734,-,BSU_28630
NZ_CP015975.1,A8O17_RS13680,2590750,2591784,-,BSU_28640
NZ_CP015975.1,A8O17_RS13685,2591866,2592072,+,BSU_28645
NZ_CP015975.1,A8O17_RS13690,2592139,2592885,-,BSU_28650
NZ_CP015975.1,A8O17_RS13695,2593004,2593219,+,BSU_28660
NZ_CP015975.1,A8O17_RS13700,2593288,2594394,+,BSU_28670
NZ_CP015975.1,A8O17_RS13705,2594497,2595909,+,BSU_28680
NZ_CP015975.1,A8O17_RS13710,2595906,2597240,+,BSU_28690
NZ_CP015975.1,A8O17_RS13715,2597279,2597587,-,BSU_28700
NZ_CP015975.1,A8O17_RS20960,2597581,2597751,-,BSU_28709
NZ_CP015975.1,A8O17_RS13725,2597694,2599490,-,BSU_28710
NZ_CP015975.1,A8O17_RS13730,2599642,2601144,-,BSU_28720
NZ_CP015975.1,A8O17_RS13735,2601163,2602008,-,BSU_28730
NZ_CP015975.1,A8O17_RS13740,2602009,2602950,-,BSU_28740
NZ_CP015975.1,A8O17_RS13745,2602986,2604287,-,BSU_28750
NZ_CP015975.1,A8O17_RS13750,2604318,2605502,-,BSU_28760
NZ_CP015975.1,A8O17_RS13755,2605499,2606317,-,BSU_28770
NZ_CP015975.1,A8O17_RS13760,2606295,2606984,-,BSU_28780
NZ_CP015975.1,A8O17_RS13765,2607001,2608683,-,BSU_28790
NZ_CP015975.1,A8O17_RS13770,2608697,2610187,-,BSU_28800
NZ_CP015975.1,A8O17_RS13775,2610365,2611336,-,BSU_28810
NZ_CP015975.1,A8O17_RS13780,2611533,2612618,-,BSU_28820
NZ_CP015975.1,A8O17_RS13785,2612802,2613194,+,BSU_28830
NZ_CP015975.1,A8O17_RS13790,2613210,2613479,-,BSU_28840
NZ_CP015975.1,A8O17_RS13795,2613536,2613895,-,BSU_28850
NZ_CP015975.1,A8O17_RS13800,2613927,2614127,-,BSU_28860
NZ_CP015975.1,A8O17_RS13805,2614140,2614661,-,BSU_28870
NZ_CP015975.1,A8O17_RS13810,2615107,2615772,+,BSU_28890
NZ_CP015975.1,A8O17_RS13815,2615804,2616499,-,BSU_28900
NZ_CP015975.1,A8O17_RS13820,2616521,2616961,-,BSU_28910
NZ_CP015975.1,A8O17_RS13825,2617095,2617820,-,BSU_28920
NZ_CP015975.1,A8O17_RS13830,2617798,2619579,-,BSU_28930
NZ_CP015975.1,A8O17_RS13835,2619746,2620528,+,BSU_28940
NZ_CP015975.1,A8O17_RS13840,2620569,2622500,-,BSU_28950
NZ_CP015975.1,A8O17_RS13845,2622898,2623743,-,BSU_28960
NZ_CP015975.1,A8O17_RS13850,2623822,2624463,-,BSU_28970
NZ_CP015975.1,A8O17_RS13855,2624497,2625432,-,BSU_28980
NZ_CP015975.1,A8O17_RS13860,2625460,2626878,-,BSU_28990
NZ_CP015975.1,A8O17_RS13865,2626993,2627451,-,BSU_29000
NZ_CP015975.1,A8O17_RS13870,2627725,2628105,-,BSU_29010
NZ_CP015975.1,A8O17_RS13875,2628344,2629366,-,BSU_29020
NZ_CP015975.1,A8O17_RS13880,2629572,2629952,-,BSU_29030
NZ_CP015975.1,A8O17_RS13885,2630136,2631326,+,BSU_29040
NZ_CP015975.1,A8O17_RS13890,2631350,2632192,+,BSU_29050
NZ_CP015975.1,A8O17_RS13895,2632234,2632827,-,BSU_29060
NZ_CP015975.1,A8O17_RS20600,2632843,2633475,-,BSU_29070
NZ_CP015975.1,A8O17_RS13910,2633641,2634471,-,BSU_29080
NZ_CP015975.1,A8O17_RS13915,2634494,2637136,-,BSU_29090
NZ_CP015975.1,A8O17_RS13920,2637380,2639119,-,BSU_29100
NZ_CP015975.1,A8O17_RS13925,2639112,2639834,-,BSU_29110
NZ_CP015975.1,A8O17_RS13930,2640046,2640984,-,BSU_29120
NZ_CP015975.1,A8O17_RS13935,2641028,2642299,-,BSU_29130
NZ_CP015975.1,A8O17_RS13940,2642463,2643581,-,BSU_29140
NZ_CP015975.1,A8O17_RS13945,2643915,2644379,-,BSU_29150
NZ_CP015975.1,A8O17_RS13950,2644476,2645591,+,BSU_29160
NZ_CP015975.1,A8O17_RS13955,2645624,2646007,-,BSU_29170
NZ_CP015975.1,A8O17_RS13960,2646100,2647857,-,BSU_29180
NZ_CP015975.1,A8O17_RS13965,2647900,2648859,-,BSU_29190
NZ_CP015975.1,A8O17_RS13970,2649043,2650020,-,BSU_29200
NZ_CP015975.1,A8O17_RS13975,2650005,2650877,-,BSU_29210
NZ_CP015975.1,A8O17_RS13980,2651212,2652444,-,BSU_29220
NZ_CP015975.1,A8O17_RS13985,2652581,2655928,-,BSU_29230
NZ_CP015975.1,A8O17_RS13990,2656068,2656409,+,BSU_29239
NZ_CP015975.1,A8O17_RS13995,2656406,2656909,+,BSU_29240
NZ_CP015975.1,A8O17_RS14000,2657011,2657202,+,BSU_29249
NZ_CP015975.1,A8O17_RS14005,2657220,2658161,-,BSU_29250
NZ_CP015975.1,A8O17_RS14010,2658292,2658594,+,BSU_29260
NZ_CP015975.1,A8O17_RS14015,2658613,2659932,-,BSU_29270
NZ_CP015975.1,A8O17_RS14025,2660108,2661010,-,BSU_29280
NZ_CP015975.1,A8O17_RS14030,2661029,2662279,-,BSU_29290
NZ_CP015975.1,A8O17_RS14035,2662297,2662989,-,BSU_29300
NZ_CP015975.1,A8O17_RS14040,2663036,2664364,-,BSU_29310
NZ_CP015975.1,A8O17_RS14045,2664361,2664642,-,BSU_29320
NZ_CP015975.1,A8O17_RS14050,2664657,2665661,-,BSU_29330
NZ_CP015975.1,A8O17_RS14055,2665658,2666437,-,BSU_29340
NZ_CP015975.1,A8O17_RS14060,2666434,2667141,-,BSU_29350
NZ_CP015975.1,A8O17_RS14065,2667171,2667890,-,BSU_29360
NZ_CP015975.1,A8O17_RS14070,2667912,2668724,-,BSU_29370
NZ_CP015975.1,A8O17_RS14075,2668738,2669547,-,BSU_29380
NZ_CP015975.1,A8O17_RS14080,2669561,2670097,-,BSU_29390
NZ_CP015975.1,A8O17_RS14085,2670250,2671176,+,BSU_29400
NZ_CP015975.1,A8O17_RS14090,2671227,2671910,-,BSU_29410
NZ_CP015975.1,A8O17_RS14095,2671973,2672740,-,BSU_29420
NZ_CP015975.1,A8O17_RS20965,2672867,2673103,-,BSU_29430
NZ_CP015975.1,A8O17_RS14105,2673063,2674448,-,BSU_29440
NZ_CP015975.1,A8O17_RS14110,2674445,2675656,-,BSU_29450
NZ_CP015975.1,A8O17_RS14115,2675826,2676338,-,BSU_29460
NZ_CP015975.1,A8O17_RS14120,2676423,2677610,-,BSU_29470
NZ_CP015975.1,A8O17_RS20605,2677783,2677986,-,BSU_29479
NZ_CP015975.1,A8O17_RS14125,2677958,2678947,-,BSU_29480
NZ_CP015975.1,A8O17_RS14130,2679008,2679511,-,BSU_29490
NZ_CP015975.1,A8O17_RS14135,2679621,2680076,-,BSU_29500
NZ_CP015975.1,A8O17_RS14140,2680090,2680770,-,BSU_29510
NZ_CP015975.1,A8O17_RS14145,2680845,2681339,-,BSU_29520
NZ_CP015975.1,A8O17_RS14150,2681352,2682359,-,BSU_29530
NZ_CP015975.1,A8O17_RS14155,2682545,2683348,+,BSU_29540
NZ_CP015975.1,A8O17_RS14160,2683380,2684969,-,BSU_29550
NZ_CP015975.1,A8O17_RS14165,2684989,2686578,-,BSU_29560
NZ_CP015975.1,A8O17_RS14170,2686757,2686966,-,BSU_29570
NZ_CP015975.1,A8O17_RS14175,2687060,2688265,-,BSU_29580
